"Series_reference","Period","Type","Data_value","Lower_CI","Upper_CI","Units","Indicator","Cause","Validation","Population","Age","Severity"
"M_F21C","2006-08","Moving average","59.6666666666666","50.9258230199682","68.407510313365","Injuries","Number","Falls","Validated","Maori","75+ years","Serious"
"M_F21C","2007-09","Moving average","58.3333333333333","49.6907045304396","66.975962136227","Injuries","Number","Falls","Validated","Maori","75+ years","Serious"
"M_F21C","2008-10","Moving average","60.6666666666666","51.8528800837278","69.4804532496055","Injuries","Number","Falls","Validated","Maori","75+ years","Serious"
"M_F21C","2009-11","Moving average","65","55.8768641475802","74.1231358524197","Injuries","Number","Falls","Validated","Maori","75+ years","Serious"
"M_F21C","2010-12","Moving average","73","63.3317272499053","82.6682727500947","Injuries","Number","Falls","Validated","Maori","75+ years","Serious"
"M_F21C","2011-13","Moving average","89.3333333333333","78.6380022442499","100.028664422416","Injuries","Number","Falls","Validated","Maori","75+ years","Serious"
"M_F21C","2012-14","Moving average","100","88.6841426592382","111.315857340761","Injuries","Number","Falls","Validated","Maori","75+ years","Serious"
"M_F21C","2013-15","Moving average","101.333333333333","89.9422867445474","112.724379922119","Injuries","Number","Falls","Validated","Maori","75+ years","Serious"
"M_F21C","2014-16","Moving average","109.333333333333","97.5011808420743","121.165485824592","Injuries","Number","Falls","Validated","Maori","75+ years","Serious"
"M_F21C","2015-17","Moving average","121.666666666666","109.18498021743","134.148353115902","Injuries","Number","Falls","Validated","Maori","75+ years","Serious"
"M_F21C","2016-18","Moving average","132.666666666666","119.632947104459","145.700386228873","Injuries","Number","Falls","Validated","Maori","75+ years","Serious"
"M_F22C","2000-02","Moving average","573.144406063604","456.627874607545","689.660937519663","Per 100,000 people","Age-standardised rate","Falls","Validated","Maori","75+ years","Serious"
"M_F22C","2001-03","Moving average","554.449761604411","442.947585662651","665.951937546171","Per 100,000 people","Age-standardised rate","Falls","Validated","Maori","75+ years","Serious"
"M_F22C","2002-04","Moving average","632.279534109817","516.213594930131","748.345473289502","Per 100,000 people","Age-standardised rate","Falls","Validated","Maori","75+ years","Serious"
"M_F22C","2003-05","Moving average","686.077142106804","568.585518091039","803.56876612257","Per 100,000 people","Age-standardised rate","Falls","Validated","Maori","75+ years","Serious"
"M_F22C","2004-06","Moving average","820.478903753104","695.593094672576","945.364712833632","Per 100,000 people","Age-standardised rate","Falls","Validated","Maori","75+ years","Serious"
"M_F22C","2005-07","Moving average","794.237102900834","675.069781345198","913.404424456469","Per 100,000 people","Age-standardised rate","Falls","Validated","Maori","75+ years","Serious"
"M_F22C","2006-08","Moving average","786.059996190558","670.689266024614","901.430726356502","Per 100,000 people","Age-standardised rate","Falls","Validated","Maori","75+ years","Serious"
"M_F22C","2007-09","Moving average","705.918392761206","601.121482122011","810.715303400402","Per 100,000 people","Age-standardised rate","Falls","Validated","Maori","75+ years","Serious"
"M_F22C","2008-10","Moving average","675.012424045838","576.760034907107","773.26481318457","Per 100,000 people","Age-standardised rate","Falls","Validated","Maori","75+ years","Serious"
"M_F22C","2009-11","Moving average","674.513675514622","579.653105387331","769.374245641913","Per 100,000 people","Age-standardised rate","Falls","Validated","Maori","75+ years","Serious"
"M_F22C","2010-12","Moving average","702.946003694988","609.678042404189","796.213964985787","Per 100,000 people","Age-standardised rate","Falls","Validated","Maori","75+ years","Serious"
"M_F22C","2011-13","Moving average","808.116032050983","711.162420196092","905.069643905874","Per 100,000 people","Age-standardised rate","Falls","Validated","Maori","75+ years","Serious"
"M_F22C","2012-14","Moving average","841.307172958721","745.854872444081","936.759473473362","Per 100,000 people","Age-standardised rate","Falls","Validated","Maori","75+ years","Serious"
"M_F22C","2013-15","Moving average","795.934517271504","706.224267041059","885.644767501949","Per 100,000 people","Age-standardised rate","Falls","Validated","Maori","75+ years","Serious"
"M_F22C","2014-16","Moving average","803.908990053823","716.721682104366","891.09629800328","Per 100,000 people","Age-standardised rate","Falls","Validated","Maori","75+ years","Serious"
"M_F22C","2015-17","Moving average","835.642839846142","749.694145995683","921.5915336966","Per 100,000 people","Age-standardised rate","Falls","Validated","Maori","75+ years","Serious"
"M_F22C","2016-18","Moving average","854.22279024997","769.987490425619","938.458090074322","Per 100,000 people","Age-standardised rate","Falls","Validated","Maori","75+ years","Serious"
"M_W01","2002-04","Moving average","64","54.9473141273906","73.0526858726093","Injuries","Number","Work","Validated","Maori","All ages","Serious non-fatal"
"M_W01","2003-05","Moving average","63","54.0183166814579","71.981683318542","Injuries","Number","Work","Validated","Maori","All ages","Serious non-fatal"
"M_W01","2004-06","Moving average","66.3333333333333","57.1171018468131","75.5495648198535","Injuries","Number","Work","Validated","Maori","All ages","Serious non-fatal"
"M_W01","2005-07","Moving average","76","66.1350642784193","85.8649357215806","Injuries","Number","Work","Validated","Maori","All ages","Serious non-fatal"
"M_W01","2006-08","Moving average","75.3333333333333","65.5117601764908","85.1549064901757","Injuries","Number","Work","Validated","Maori","All ages","Serious non-fatal"
"M_W01","2007-09","Moving average","70","60.5324744970225","79.4675255029775","Injuries","Number","Work","Validated","Maori","All ages","Serious non-fatal"
"M_W01","2008-10","Moving average","64.3333333333333","55.2571033744794","73.4095632921872","Injuries","Number","Work","Validated","Maori","All ages","Serious non-fatal"
"M_W01","2009-11","Moving average","61.6666666666666","52.7805358886982","70.552797444635","Injuries","Number","Work","Validated","Maori","All ages","Serious non-fatal"
"M_W01","2010-12","Moving average","67","57.7375715749682","76.2624284250317","Injuries","Number","Work","Validated","Maori","All ages","Serious non-fatal"
"M_W01","2011-13","Moving average","65","55.8768641475802","74.1231358524197","Injuries","Number","Work","Validated","Maori","All ages","Serious non-fatal"
"M_W01","2012-14","Moving average","63","54.0183166814579","71.981683318542","Injuries","Number","Work","Validated","Maori","All ages","Serious non-fatal"
"M_W01","2013-15","Moving average","60.3333333333333","51.5437938020645","69.1228728646021","Injuries","Number","Work","Validated","Maori","All ages","Serious non-fatal"
"M_W01","2014-16","Moving average","59.6666666666666","50.9258230199682","68.407510313365","Injuries","Number","Work","Validated","Maori","All ages","Serious non-fatal"
"M_W01","2015-17","Moving average","64","54.9473141273906","73.0526858726093","Injuries","Number","Work","Validated","Maori","All ages","Serious non-fatal"
"M_W01","2016-18","Moving average","67.6666666666666","58.3582705725726","76.9750627607607","Injuries","Number","Work","Validated","Maori","All ages","Serious non-fatal"
"M_W01","2017-19","Moving average","79","68.9422459956702","89.0577540043298","Injuries","Number","Work","Validated","Maori","All ages","Serious non-fatal"
"M_W01","2018-20","Moving average","77.6666666666666","67.694149402696","87.6391839306373","Injuries","Number","Work","Validated","Maori","All ages","Serious non-fatal"
"M_W02","2002-04","Moving average","32","27.4736570636953","36.5263429363046","Per 100,000 FTEs","Age-standardised rate","Work","Validated","Maori","All ages","Serious non-fatal"
"M_W02","2003-05","Moving average","30.480167000246","26.1259091379309","34.8344248625612","Per 100,000 FTEs","Age-standardised rate","Work","Validated","Maori","All ages","Serious non-fatal"
"M_W02","2004-06","Moving average","30.1522123729169","25.9066481940595","34.3977765517743","Per 100,000 FTEs","Age-standardised rate","Work","Validated","Maori","All ages","Serious non-fatal"
"M_W02","2005-07","Moving average","33.5576593850325","29.1369543763897","37.9783643936753","Per 100,000 FTEs","Age-standardised rate","Work","Validated","Maori","All ages","Serious non-fatal"
"M_W02","2006-08","Moving average","31.6305377958886","27.4750922746816","35.7859833170955","Per 100,000 FTEs","Age-standardised rate","Work","Validated","Maori","All ages","Serious non-fatal"
"M_W02","2007-09","Moving average","28.5017108819781","24.612989201965","32.3904325619912","Per 100,000 FTEs","Age-standardised rate","Work","Validated","Maori","All ages","Serious non-fatal"
"M_W02","2008-10","Moving average","26.7631672529927","22.9032890525384","30.6230454534469","Per 100,000 FTEs","Age-standardised rate","Work","Validated","Maori","All ages","Serious non-fatal"
"M_W02","2009-11","Moving average","25.4873682049173","21.6960903537531","29.2786460560816","Per 100,000 FTEs","Age-standardised rate","Work","Validated","Maori","All ages","Serious non-fatal"
"M_W02","2010-12","Moving average","26.518705089997","22.7141155930842","30.3232945869098","Per 100,000 FTEs","Age-standardised rate","Work","Validated","Maori","All ages","Serious non-fatal"
"M_W02","2011-13","Moving average","25.6644403084154","21.8903884139782","29.4384922028525","Per 100,000 FTEs","Age-standardised rate","Work","Validated","Maori","All ages","Serious non-fatal"
"M_W02","2012-14","Moving average","24.0487125711441","20.4232118484448","27.6742132938434","Per 100,000 FTEs","Age-standardised rate","Work","Validated","Maori","All ages","Serious non-fatal"
"M_W02","2013-15","Moving average","22.1209671512243","18.6880110195713","25.5539232828772","Per 100,000 FTEs","Age-standardised rate","Work","Validated","Maori","All ages","Serious non-fatal"
"M_W02","2014-16","Moving average","21.5807674096837","18.2563463591748","24.9051884601926","Per 100,000 FTEs","Age-standardised rate","Work","Validated","Maori","All ages","Serious non-fatal"
"M_W02","2015-17","Moving average","21.0934095455604","17.906328193683","24.2804908974378","Per 100,000 FTEs","Age-standardised rate","Work","Validated","Maori","All ages","Serious non-fatal"
"M_W02","2016-18","Moving average","19.7248638154123","16.8268516672054","22.6228759636192","Per 100,000 FTEs","Age-standardised rate","Work","Validated","Maori","All ages","Serious non-fatal"
"M_W02","2017-19","Moving average","21.96985334434","18.9710948556675","24.9686118330124","Per 100,000 FTEs","Age-standardised rate","Work","Validated","Maori","All ages","Serious non-fatal"
"M_W02","2018-20","Moving average","21.4631286365097","18.5210405009553","24.405216772064","Per 100,000 FTEs","Age-standardised rate","Work","Validated","Maori","All ages","Serious non-fatal"
"C_M11","2000-02","Moving average","32.3333333333333","25.8988644732077","38.7678021934588","Injuries","Number","Motor vehicle traffic crashes","Validated","Children","0-14 years","Fatal"
"C_M11","2001-03","Moving average","29.3333333333333","23.2046360254846","35.4620306411819","Injuries","Number","Motor vehicle traffic crashes","Validated","Children","0-14 years","Fatal"
"C_M11","2002-04","Moving average","25.6666666666666","19.9337952783632","31.39953805497","Injuries","Number","Motor vehicle traffic crashes","Validated","Children","0-14 years","Fatal"
"C_M11","2003-05","Moving average","24.6666666666666","19.0465840977658","30.2867492355674","Injuries","Number","Motor vehicle traffic crashes","Validated","Children","0-14 years","Fatal"
"C_M11","2004-06","Moving average","23.6666666666666","18.1616833054113","29.171650027922","Injuries","Number","Motor vehicle traffic crashes","Validated","Children","0-14 years","Fatal"
"C_M11","2005-07","Moving average","27.6666666666666","21.7146261004442","33.618707232889","Injuries","Number","Motor vehicle traffic crashes","Validated","Children","0-14 years","Fatal"
"C_M11","2006-08","Moving average","25","19.3420713296191","30.6579286703808","Injuries","Number","Motor vehicle traffic crashes","Validated","Children","0-14 years","Fatal"
"C_M11","2007-09","Moving average","24.3333333333333","18.7513534584674","29.9153132081992","Injuries","Number","Motor vehicle traffic crashes","Validated","Children","0-14 years","Fatal"
"C_M11","2008-10","Moving average","19.3333333333333","14.3577863326926","24.308880333974","Injuries","Number","Motor vehicle traffic crashes","Validated","Children","0-14 years","Fatal"
"C_M11","2009-11","Moving average","15.6666666666666","11.1877212975892","20.1456120357441","Injuries","Number","Motor vehicle traffic crashes","Validated","Children","0-14 years","Fatal"
"C_M11","2010-12","Moving average","13","8.9200096132048","17.0799903867951","Injuries","Number","Motor vehicle traffic crashes","Validated","Children","0-14 years","Fatal"
"C_M11","2011-13","Moving average","10.3333333333333","6.69579412481585","13.9708725418508","Injuries","Number","Motor vehicle traffic crashes","Validated","Children","0-14 years","Fatal"
